Respondent.ID,Wave,Quarter,TCBCusID,Region,Sub region,Province,Branch,Segment,_Q4_Segment,_Q5_Customer Type,_Q4Bis_Tier,_Q5a_Persona,_Q6a_Brand usage,_Q6a._97,_Q6e_Main bank,_Main bank_Comp 1,_Main bank_Comp 2,_Q9_NPS TCB,_Q9_NPS Comp 1,_Q9_NPS Comp 2,_Q9a_Reason for NPS TCB,_Q9c_Reason for NPS Comp 1,_Q9d_Reason for NPS Comp 2,_Q6bis_banca,_Q6bis_Product,_Q20a_Overall CSAT Product,_Q20d_R1_Completeness of card benefits information,_Q20d_R2_Quality of Card Issuance Consultation,_Q20d_R3_Simplicity of registration procedures,_Q20d_R4_Card issuance time,_Q20d_R5_Quality of Credit Card Issuance Consultation,_Q20d_R6_Quality of Loan Product Consultation,_Q20d_R7_Completeness of loan information,_Q20d_R8_Simplicity of loan application and procedures,_Q20d_R9_Loan application processing time,_Q20d_R10_Competitiveness of loan interest rates/fees,_Q20d_R11_Competitiveness of products,_Q20d_R12_Quality of product consultation,_Q20d_R13_Completeness of product information,_Q20d_R14_Simplicity of registration process/documents,_Q20d_R15_Application processing time,_Q20d_R16_Competitiveness of products,_Q20d_R17_Quality of Consultation,_Q20d_R18_Completeness of information,_Q20d_R19_Attractiveness of savings products,_Q20d_R20_Ease of opening a savings account,_Q20d_R21_Diversity of savings products,_Q20d_R22_Quality of Bond/Fund consultation,_Q20d_R23_Reputation of bond/fund issuing organization,_Q20d_R24_Completeness of Bond/Fund information,_Q20d_R25_Diversity/attractiveness of products,_Q20d_R26_Simplicity of insurance application procedures/documents,_Q20d_R27_Attractiveness of insurance products,_Q20d_R28_Quality of Banca Consultation,_Q20d_R29_Reputation of the insurance brand,_Q20d_R30_Attractiveness of promotional programs,_Q20d_R31_Completeness of product information across channels,_Q20d_R32_Application approval and disbursement time,_Q20d_R33_Quality of Shopcash product consultation,_Q20d_R34_Quality of SoftPOS product consultation,_Q20d_R35_Simplicity of SoftPOS registration process/documents,_Q20d_R36_SoftPOS registration application processing time,_Q20d_R37_Level of feature information adequacy,_Q20d_R38_Ease of feature registration and usage,_Q20d_R39_Clarity of feature information,_Q20d_R40_Attractiveness and frequency of promotional programs,_Q20d_R41_Competitiveness of fees,_Q20d_R42_Form/Quality of Physical Card,_Q20d_R43_Stability of card usage,_Q20d_R44_Competitiveness of interest rates/fees,_Q20d_R45_Credit Card Limit,_Q20d_R46_Card Security,_Q20d_R47_Quality of Support Services,_Q20d_R48_Loan Information Updates,_Q20d_R49_Savings account information updates,_Q20d_R50_Ease of closing a savings account,_Q20d_R51_Ease of performing transactions on the app,_Q20d_R52_Quality of claim payment services,_Q20d_R53_After-sales service,_Q20d_R54_Ease of using funds,_Q20d_R55_Competitiveness of product,_Q20d_R56_Ease of using SoftPOS,_Q20d_R57_Stability of SoftPOS usage,_Q20d_R58_Competitiveness of fees when using SoftPOS,_Q20d_R59_Diversity of SoftPOS features,_Q20d_R60_Attractiveness of automatic profit interest rates,_Q20d_R61_Ease of profit monitoring and management,_Q20bis_1_Most dissatisfied attribute,_Q20bis_Text_Reason for most dissatisfied attribute,_Q20bis_2_Text_Issue about not satisfying,_Q7bis_Channel usage,_Q7bis_Choose_Channel chosen to ask,_Q23a_Overall CSAT Channel,_Q23d_R1_Fanpage_Speed of information updates,_Q23d_R2_Fanpage_Usefulness of feedback information from staff,_Q23d_R3_Fanpage_Response speed,_Q23d_R4_Fanpage_Friendliness in responses on the fanpage,_Q23d_R5_Fanpage_Product knowledge of fanpage staff,_Q23d_R6_Fanpage_Diversity of information,_Q23d_R7_Fanpage_Attractiveness of information,_Q23d_R8_Fanpage_Completeness of information,_Q23d_R9_Website_Website loading speed,_Q23d_R10_Website_Stability when accessing the website,_Q23d_R11_Website_Ease of use,_Q23d_R12_Website_Website interface design,_Q23d_R13_Website_Clarity of website structure,_Q23d_R14_Website_Up-to-date information,_Q23d_R15_Website_Completeness of website information,_Q23d_R17_Call center_Ease of reaching call center agents,_Q23d_R18_Call center_Call center agents’ skill,_Q23d_R19_Call center_Service attitude of call center agents,_Q23d_R21_ATM_ATM location,_Q23d_R22_ATM_ATM is always operational,_Q23d_R23_ATM_Cleanliness of ATM and surrounding area,_Q23d_R24_ATM_Ease of use of ATMs,_Q23d_R25_Mobile app_Ease of finding products and features to use on the app,_Q23d_R26_Mobile app_Ease of handling features on the app,_Q23d_R27_Mobile app_Interface design,_Q23d_R28_Mobile app_Completeness of features on the mobile banking app,"_Q23d_R29_Mobile app_System stability, ensuring smooth transactions on the mobile banking app",_Q23d_R30_Internet banking_Page loading speed,_Q23d_R31_Internet banking_Transaction speed,_Q23d_R32_Internet banking_Stability during transactions,_Q23d_R33_Internet banking_Simplicity and ease of use,_Q23d_R34_Internet banking_Interface design,_Q23d_R35_Internet banking_Diversity of payment services,_Q23d_R36_Internet banking_Diversity of features,_Q23d_R37_Internet banking_Integration with e-wallets,_Q23d_R38_Internet banking_Safety when using,_Q23d_R39_Internet banking_Search feature on the toolbar,_Q23d_R40_Branch_Financial solutions suitable for customer needs,_Q23d_R41_Branch_Product and service knowledge/understanding of branch staff,_Q23d_R42_Branch_Brand recognition at the branch,_Q23d_R43_Branch_Branch has a convenient and easily recognizable location,_Q23d_R44_Branch_Waiting time for transaction turn,_Q23d_R45_Branch_Transaction processing time and problem resolution at the branch,_Q23d_R46_Branch_Service attitude and appearance of branch staff,_Q23d_R47_Branch_Consultation skills of staff,_Q23d_R48_Branch_Cleanliness and tidiness of the branch,_Q23d_R49_Branch_Consistent service quality at branches,_Q23d_R50_Branch_Customer support in problem resolution after completing transactions,_Q23d_R51_Telesales_Consultation quality of staff,_Q23d_R52_Telesales_Attitude of consultants,_Q23d_R53_Telesales_Number of calls from consultants to customers,_Q23bis_1_Most dissatisfied attribute,_Q23bis_Text_Reason for most dissatisfied attribute,_Q23bis_2_Text_Issue about not satisfying,_Q18_Brand Awareness,_Q24_R1_A dedicated bank that serves you the way you want,"_Q24_R2_A bank that helps you experience exclusive privileges in a unique way that others dont have the opportunity to access, beyond banking services",_Q24_R3_A bank that helps you unlock the potential to increase your current assets and provide for the next generation,"_Q24_R4_Your aspirations, our actions, helping you achieve your goals faster through solutions and services designed specifically for you","_Q24_R5_The bank is a lifelong partner, understanding your needs and recognizing your priorities","_Q24_R6_The bank helps you enjoy multiple benefits, saving time for what matters most to you",_Q24_R7_The bank helps you express your individuality freely,_Q24_R8_The bank helps you maximize value,_Q24_R9_The bank helps you optimize financial resources,_Q24_R10_The bank provides top-notch services
26574415,May'25,Q2'25,RBG_Q2_100880711,South,V13,Ho Chi Minh,CLN,MAF,Mass affluent,Existing customers,Inspire,Non-Household,"Other,Techcombank",sacombank,Techcombank,,,10,,,dịch vụ nhanh,,,,Term Deposit,5,,,,,,,,,,,,,,,,,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,"Branch,Mobile App",Branch,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4,5,5,5,4,5,5,,,,,,,"Other,Techcombank,Vietcombank,MB Bank,Vietinbank",,,,,,,Techcombank,Techcombank,Techcombank,Techcombank
26401291,May'25,Q2'25,RBG_Q2_100707411,North,V7,Ha Noi,STY,AFF,Affluent – non-VIP,Existing customers,Inspire,Household,Techcombank,,Techcombank,,,10,,,Thấy tuyệt vời,,,,Shopcash,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,"Mobile App,Call center",Call center,5,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Techcombank,BIDV",,,,,,,Techcombank,Techcombank,Techcombank,Techcombank
23731433,May'25,Q2'25,RBG_Q2_100680013,South,V16,Other,CMU,MAS,Mass,Existing customers,Inspire,Non-Household,"Vietcombank,Techcombank",,"Techcombank,Vietcombank",Vietcombank,,9,6,,Vì sự thuận tiện và tin cậy Techcombank,Do cơ quan trả tiền lương qua ngân hàng Vietcombank tuy nhiên Về các dịch vụ hậu mãi không tốt,,,PIL,5,,,,,,,,,,5,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,"Techcombank online banking,Mobile App",Techcombank online banking,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,4,5,4,5,5,,,,,,,,,,,,,,,,,,"Vietcombank,Techcombank",,,,,,,Techcombank,Techcombank,Techcombank,Techcombank
23288179,May'25,Q2'25,RBG_Q2_100236125,South,V12,Ho Chi Minh,HTP,MAF,Mass affluent,Existing customers,Normal,Non-Household,"Vietcombank,Techcombank",,Vietcombank,Vietcombank,,9,9,,"Giao diện khá thân thiện, sinh lời tự động, không mất phí.","Giao diện thân thiện, dễ dùng, không mất phí giao dịch, nhân viên nhiệt tình.  Mất phí rút tiền tại ATM thôi.",,,AE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,4,4,,,,Mobile App,Mobile App,4,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26567775,May'25,Q2'25,RBG_Q2_100874067,North,V2,Bac Ninh,TDU,MAS,Mass,Existing customers,Normal,Non-Household,"Vietcombank,Techcombank",,Vietcombank,Vietcombank,,10,7,,"Nhân viên nhiệt tình, chuyển tiền qua app nhanh.",Chờ đợi lâu,,,Term Deposit,5,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,"Branch,ATM,Call center,Public Website",Branch,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,
23197614,May'25,Q2'25,RBG_Q2_100145544,North,V3,Ha Noi,CBC,MAS,Mass,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,10,,,"Tiện lợi, nhanh chóng, an toàn",,,,AE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,4,4,,,,"Mobile App,Call center",Call center,4,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23643329,May'25,Q2'25,RBG_Q2_100591672,South,V9,Other,HCB,MAF,Mass affluent,Existing customers,Inspire,Non-Household,"Other,Techcombank","Digimi, Hsbc",Other,,,9,,,Có thể cân nhắc các ngân hàng số vì dễ mở và miễn phí nhiều dịch vụ.,,,,Bon Funds,2,,,,,,,,,,,,,,,,,,,,,,3,5,3,2,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,,,,Diversity/attractiveness of products,Không mua được chứng chỉ quỹ của các công ty quảng lý quỹ khác,,Mobile App,Mobile App,5,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other,Techcombank,ACB,Vietcombank,BIDV,MB Bank,VPBank,Vietinbank",,,,,,,None of above,None of above,None of above,None of above
23656637,May'25,Q2'25,RBG_Q2_100605052,North,V5,Ha Noi,TKC,AFF,Affluent – non-VIP,Existing customers,Inspire,Non-Household,"Vietcombank,Techcombank",,Vietcombank,Vietcombank,,8,10,,Lien ket tcbs,"VNPAY, thẻ tín dụng vào lounge, nhiều sản phẩm mới",,,Bon Funds,2,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,Competitiveness of interest rates/fees,Không được nhiều lãi,,"Branch,Mobile App,Public Website",Branch,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,4,3,4,4,4,4,4,5,,,,Financial solutions suitable for customer needs,Không có thẻ tín dụng tốt    Không có chính sách tốt cho khách hàng priority,,"Vietcombank,Techcombank,ACB,BIDV,MB Bank,VPBank,MSB,Vietinbank",,,,,,,MB Bank,Vietcombank,Techcombank,Vietcombank
26835155,May'25,Q2'25,RBG_Q2_101085884,North,V1,Hai Phong,HPG,MAF,Mass affluent,Existing customers,Normal,Non-Household,Techcombank,,Techcombank,,,10,,,"app dùng tốt, giao diện dễ nhìn, giao dịch nhanh, ra ngân hàng thì nhân viên thân thiện",,,,Credit Card,3,4,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,giảm bớt lãi đi chút thì ok,"Mobile App,ATM",Mobile App,5,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23570855,May'25,Q2'25,RBG_Q2_100518980,South,V10,Dong Nai,BHA,MAS,Mass,Existing customers,Normal,Non-Household,"Other,Techcombank",Viettinbank,Techcombank,,,10,,,Nhanh,,,Banca Life,Banca life,5,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,Mobile App,Mobile App,5,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
